UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1908.0,L49087,L,297.9,307.6,1504,42.4,180,0,0,0,0,0,0
1909.0,L49088,L,297.9,307.6,1977,20.2,182,0,0,0,0,0,0
1910.0,L49089,L,298.0,307.7,1435,45.6,184,0,0,0,0,0,0
1911.0,H31324,H,298.0,307.7,1547,36.8,186,0,0,0,0,0,0
1912.0,M16771,M,298.1,307.8,1316,57.2,191,0,0,0,0,0,0
1913.0,M16772,M,298.0,307.7,1621,34.9,194,0,0,0,0,0,0
1914.0,M16773,M,298.0,307.8,1492,40.2,197,0,0,0,0,0,0
1915.0,L49094,L,298.0,307.7,1643,32.3,200,0,0,0,0,0,0
1916.0,L49095,L,298.0,307.7,1492,38.7,202,0,0,0,0,0,0
1917.0,L49096,L,298.0,307.7,1387,50.8,204,0,0,0,0,0,0
1918.0,M16777,M,298.1,307.9,1463,47.3,206,0,0,0,0,0,0
1919.0,M16778,M,298.1,307.9,1496,40.0,0,0,0,0,0,0,0
1920.0,L49099,L,298.2,308.0,1658,30.0,3,0,0,0,0,0,0
1921.0,L49100,L,298.1,307.9,2161,17.5,5,0,0,0,0,0,0
1922.0,L49101,L,298.1,307.9,1665,32.0,7,0,0,0,0,0,0
1923.0,L49102,L,298.0,307.8,1716,26.6,9,0,0,0,0,0,0
1924.0,L49103,L,298.0,307.7,1529,34.1,11,0,0,0,0,0,0
1925.0,L49104,L,297.9,307.7,1353,50.7,13,0,0,0,0,0,0
1926.0,L49105,L,297.9,307.7,1537,37.7,15,0,0,0,0,0,0
1927.0,L49106,L,298.0,307.7,1606,30.8,17,0,0,0,0,0,0
1928.0,H31341,H,298.0,307.8,1314,47.8,19,0,0,0,0,0,0
1929.0,L49108,L,298.0,307.8,1623,29.9,24,0,0,0,0,0,0
1930.0,M16789,M,298.0,307.8,1483,50.9,26,0,0,0,0,0,0
1931.0,M16790,M,298.1,307.9,1569,37.0,29,0,0,0,0,0,0
1932.0,M16791,M,298.2,308.0,1969,21.7,32,0,0,0,0,0,0
1933.0,M16792,M,298.1,308.0,1686,29.3,35,0,0,0,0,0,0
1934.0,L49113,L,298.1,308.0,1638,35.1,38,0,0,0,0,0,0
1935.0,L49114,L,298.1,307.9,1698,33.3,40,0,0,0,0,0,0
1936.0,M16795,M,298.1,307.9,1377,55.1,42,0,0,0,0,0,0
1937.0,M16796,M,298.1,308.0,2129,18.4,45,0,0,0,0,0,0
1938.0,L49117,L,298.2,308.0,1411,42.4,48,0,0,0,0,0,0
1939.0,L49118,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0
1940.0,M16799,M,298.1,307.9,1303,53.9,52,0,0,0,0,0,0
1941.0,L49120,L,298.1,307.9,1578,35.6,55,0,0,0,0,0,0
1942.0,L49121,L,298.1,307.9,1425,58.2,57,0,0,0,0,0,0
1943.0,L49122,L,298.1,308.0,1456,42.4,59,0,0,0,0,0,0
1944.0,L49123,L,298.1,308.0,1704,30.9,61,0,0,0,0,0,0
1945.0,L49124,L,298.1,308.1,1791,27.3,63,0,0,0,0,0,0
1946.0,L49125,L,298.1,308.1,1616,32.8,65,0,0,0,0,0,0
1947.0,L49126,L,298.2,308.1,1622,34.9,67,0,0,0,0,0,0
1948.0,L49127,L,298.2,308.1,1462,49.9,69,0,0,0,0,0,0
1949.0,L49128,L,298.1,308.1,1410,45.8,71,0,0,0,0,0,0
1950.0,M16809,M,298.1,308.0,1543,41.9,73,0,0,0,0,0,0
1951.0,M16810,M,298.0,307.9,1479,47.6,76,0,0,0,0,0,0
1952.0,L49131,L,298.0,307.8,1839,22.7,79,0,0,0,0,0,0
1953.0,L49132,L,298.0,307.8,1266,60.5,81,0,0,0,0,0,0
1954.0,L49133,L,297.9,307.7,1593,34.9,83,0,0,0,0,0,0
1955.0,L49134,L,297.9,307.8,1459,46.9,85,0,0,0,0,0,0
1956.0,L49135,L,297.9,307.7,1308,55.2,87,0,0,0,0,0,0
1957.0,M16816,M,297.9,307.7,1364,46.8,89,0,0,0,0,0,0
1958.0,H31371,H,297.9,307.7,1618,35.9,92,0,0,0,0,0,0
1959.0,H31372,H,297.9,307.7,1464,43.2,97,0,0,0,0,0,0
1960.0,M16819,M,297.8,307.6,1352,49.4,102,0,0,0,0,0,0
1961.0,L49140,L,297.8,307.6,1446,51.4,105,0,0,0,0,0,0
1962.0,L49141,L,297.8,307.5,1448,51.2,107,0,0,0,0,0,0
1963.0,L49142,L,297.8,307.5,1391,48.6,109,0,0,0,0,0,0
1964.0,L49143,L,297.7,307.5,1379,43.3,111,0,0,0,0,0,0
1965.0,M16824,M,297.8,307.5,1405,46.9,113,0,0,0,0,0,0
1966.0,L49145,L,297.8,307.5,1581,33.1,116,0,0,0,0,0,0
1967.0,L49146,L,297.9,307.6,1515,40.5,118,0,0,0,0,0,0
1968.0,L49147,L,297.9,307.6,1589,37.8,120,0,0,0,0,0,0
1969.0,L49148,L,298.0,307.6,1281,50.8,122,0,0,0,0,0,0
1970.0,H31383,H,297.8,307.5,1631,31.3,124,0,0,0,0,0,0
1971.0,M16830,M,297.9,307.6,1202,67.0,129,0,0,0,0,0,0
1972.0,L49151,L,297.9,307.6,1298,52.7,132,0,0,0,0,0,0
1973.0,L49152,L,297.9,307.6,1612,30.7,134,0,0,0,0,0,0
1974.0,L49153,L,297.9,307.6,1747,25.3,136,0,0,0,0,0,0
1975.0,L49154,L,298.0,307.6,1450,48.7,138,0,0,0,0,0,0
1976.0,L49155,L,298.0,307.7,1422,45.6,140,0,0,0,0,0,0
1977.0,M16836,M,298.1,307.7,1419,47.4,142,0,0,0,0,0,0
1978.0,M16837,M,298.1,307.7,1633,30.7,145,0,0,0,0,0,0
1979.0,L49158,L,298.0,307.7,1442,43.6,148,0,0,0,0,0,0
1980.0,H31393,H,298.0,307.6,1420,45.8,150,0,0,0,0,0,0
1981.0,M16840,M,298.0,307.6,1301,58.5,155,0,0,0,0,0,0
1982.0,L49161,L,298.0,307.6,1385,45.0,158,0,0,0,0,0,0
1983.0,M16842,M,298.0,307.7,1487,41.3,160,0,0,0,0,0,0
1984.0,M16843,M,298.0,307.6,1459,44.4,163,0,0,0,0,0,0
1985.0,M16844,M,298.0,307.5,1387,45.5,166,0,0,0,0,0,0
1986.0,L49165,L,298.1,307.7,1537,40.8,169,0,0,0,0,0,0
1987.0,L49166,L,298.1,307.6,1498,42.9,171,0,0,0,0,0,0
1988.0,M16847,M,298.2,307.8,1599,31.2,173,0,0,0,0,0,0
1989.0,H31402,H,298.3,307.9,1420,39.2,176,0,0,0,0,0,0
1990.0,L49169,L,298.2,307.9,1785,23.4,181,0,0,0,0,0,0
1991.0,L49170,L,298.2,307.8,1423,48.1,183,0,0,0,0,0,0
1992.0,M16851,M,298.2,307.8,1583,36.6,185,0,0,0,0,0,0
1993.0,L49172,L,298.2,307.8,1375,46.6,188,0,0,0,0,0,0
1994.0,M16853,M,298.3,308.0,1463,42.5,190,0,0,0,0,0,0
1995.0,M16854,M,298.2,307.9,1403,45.1,193,0,0,0,0,0,0
1996.0,L49175,L,298.3,308.0,1451,47.1,196,0,0,0,0,0,0
1997.0,M16856,M,298.4,308.0,1416,38.2,198,1,1,0,0,0,0
1998.0,L49177,L,298.3,308.1,1672,41.3,0,0,0,0,0,0,0
1999.0,H31412,H,298.3,308.0,1637,30.8,2,0,0,0,0,0,0
2000.0,L49179,L,298.4,308.0,1540,37.8,7,0,0,0,0,0,0
2001.0,L49180,L,298.4,308.1,1279,53.1,9,0,0,0,0,0,0
2002.0,L49181,L,298.4,308.2,1604,34.9,11,0,0,0,0,0,0
2003.0,L49182,L,298.5,308.2,1654,27.1,13,0,0,0,0,0,0
2004.0,M16863,M,298.5,308.2,1564,37.5,15,0,0,0,0,0,0
2005.0,L49184,L,298.5,308.2,1451,47.5,18,0,0,0,0,0,0
2006.0,L49185,L,298.5,308.3,1504,38.0,20,0,0,0,0,0,0
2007.0,M16866,M,298.5,308.3,1381,50.5,22,0,0,0,0,0,0
2008.0,L49187,L,298.6,308.4,1562,34.4,25,0,0,0,0,0,0
2009.0,L49188,L,298.5,308.3,1811,24.7,27,0,0,0,0,0,0
2010.0,M16869,M,298.6,308.3,1717,28.7,29,0,0,0,0,0,0
2011.0,L49190,L,298.6,308.3,1278,60.5,32,0,0,0,0,0,0
2012.0,L49191,L,298.7,308.5,1616,30.2,34,0,0,0,0,0,0
2013.0,L49192,L,298.6,308.4,1397,46.4,36,0,0,0,0,0,0
2014.0,L49193,L,298.6,308.4,1485,42.9,38,0,0,0,0,0,0
2015.0,L49194,L,298.6,308.4,1310,59.7,40,0,0,0,0,0,0
2016.0,L49195,L,298.5,308.2,1301,66.3,42,1,0,0,1,0,0
2017.0,L49196,L,298.5,308.3,1458,44.0,44,0,0,0,0,0,0
2018.0,L49197,L,298.7,308.5,1483,42.5,46,0,0,0,0,0,0
2019.0,L49198,L,298.7,308.5,1375,46.4,48,0,0,0,0,0,0
2020.0,M16879,M,298.7,308.5,1660,27.0,50,0,0,0,0,0,0
2021.0,H31434,H,298.7,308.4,1560,33.3,53,0,0,0,0,0,0
2022.0,L49201,L,298.7,308.5,1480,42.2,58,0,0,0,0,0,0
2023.0,L49202,L,298.7,308.4,1373,46.9,60,0,0,0,0,0,0
2024.0,L49203,L,298.7,308.5,1444,54.2,62,0,0,0,0,0,0
2025.0,M16884,M,298.7,308.6,1722,24.7,64,0,0,0,0,0,0
2026.0,L49205,L,298.7,308.5,1469,39.9,67,0,0,0,0,0,0
2027.0,M16886,M,298.7,308.5,1360,52.9,69,0,0,0,0,0,0
2028.0,L49207,L,298.7,308.4,1750,25.8,72,0,0,0,0,0,0
2029.0,M16888,M,298.7,308.3,1349,46.6,74,0,0,0,0,0,0
2030.0,L49209,L,298.7,308.5,1668,35.2,77,0,0,0,0,0,0
2031.0,L49210,L,298.9,308.6,1400,49.5,79,0,0,0,0,0,0
2032.0,L49211,L,298.8,308.6,1331,62.8,81,0,0,0,0,0,0
2033.0,L49212,L,298.8,308.5,1444,42.2,83,0,0,0,0,0,0
2034.0,H31447,H,298.8,308.5,1359,47.6,85,0,0,0,0,0,0
2035.0,M16894,M,298.8,308.5,1425,47.4,90,0,0,0,0,0,0
2036.0,M16895,M,298.9,308.6,1469,34.2,93,0,0,0,0,0,0
2037.0,L49216,L,299.0,308.7,1892,22.8,96,0,0,0,0,0,0
2038.0,H31451,H,299.0,308.7,1940,19.9,98,0,0,0,0,0,0
2039.0,L49218,L,299.0,308.8,1405,55.2,103,0,0,0,0,0,0
2040.0,M16899,M,299.0,308.9,1449,39.6,105,0,0,0,0,0,0
2041.0,L49220,L,299.1,308.9,1686,29.6,108,0,0,0,0,0,0
2042.0,L49221,L,299.1,308.9,1680,27.2,110,0,0,0,0,0,0
2043.0,M16902,M,299.1,308.9,1397,52.4,112,0,0,0,0,0,0
2044.0,M16903,M,299.2,309.0,1597,30.3,115,0,0,0,0,0,0
2045.0,L49224,L,299.3,309.1,1470,41.1,118,0,0,0,0,0,0
2046.0,M16905,M,299.3,309.1,1703,31.3,120,0,0,0,0,0,0
2047.0,L49226,L,299.3,309.1,1388,45.5,123,0,0,0,0,0,0
2048.0,L49227,L,299.3,309.2,1775,24.2,125,0,0,0,0,0,0
2049.0,L49228,L,299.3,309.2,1465,41.5,127,0,0,0,0,0,0
2050.0,M16909,M,299.3,309.2,1586,37.9,129,0,0,0,0,0,0
2051.0,M16910,M,299.5,309.3,1675,29.2,132,0,0,0,0,0,0
2052.0,M16911,M,299.4,309.2,1470,44.4,135,0,0,0,0,0,0
2053.0,L49232,L,299.5,309.3,1477,40.4,138,0,0,0,0,0,0
2054.0,L49233,L,299.5,309.3,1382,61.0,140,0,0,0,0,0,0
2055.0,M16914,M,299.6,309.4,1605,29.8,142,0,0,0,0,0,0
2056.0,L49235,L,299.6,309.4,1643,32.9,145,0,0,0,0,0,0
2057.0,L49236,L,299.5,309.3,1333,54.1,147,0,0,0,0,0,0
2058.0,L49237,L,299.5,309.3,1520,42.3,149,0,0,0,0,0,0
2059.0,M16918,M,299.5,309.3,1902,24.0,151,0,0,0,0,0,0
2060.0,H31473,H,299.5,309.4,1386,44.4,154,0,0,0,0,0,0
2061.0,L49240,L,299.6,309.5,1803,27.7,159,0,0,0,0,0,0
2062.0,L49241,L,299.7,309.6,1359,50.7,161,0,0,0,0,0,0
2063.0,M16922,M,299.7,309.6,1477,42.7,163,0,0,0,0,0,0
2064.0,L49243,L,299.7,309.6,1321,53.4,166,0,0,0,0,0,0
2065.0,L49244,L,299.6,309.5,1453,41.4,168,0,0,0,0,0,0
2066.0,L49245,L,299.7,309.6,1419,45.1,170,0,0,0,0,0,0
2067.0,L49246,L,299.7,309.6,1512,36.2,172,0,0,0,0,0,0
2068.0,L49247,L,299.7,309.6,1553,36.8,174,0,0,0,0,0,0
2069.0,M16928,M,299.7,309.6,1534,39.1,176,0,0,0,0,0,0
2070.0,H31483,H,299.7,309.6,1553,41.0,179,0,0,0,0,0,0
2071.0,L49250,L,299.7,309.5,1352,49.7,184,0,0,0,0,0,0
2072.0,M16931,M,299.7,309.6,1313,60.0,186,0,0,0,0,0,0
2073.0,L49252,L,299.6,309.5,1570,35.5,189,0,0,0,0,0,1
2074.0,L49253,L,299.6,309.4,1677,31.1,191,0,0,0,0,0,0
2075.0,L49254,L,299.5,309.4,1602,31.5,193,0,0,0,0,0,0
2076.0,L49255,L,299.5,309.4,1390,58.8,195,1,0,0,0,1,0
2077.0,L49256,L,299.4,309.3,1544,36.0,197,0,0,0,0,0,0
2078.0,L49257,L,299.4,309.4,1701,31.2,199,0,0,0,0,0,0
2079.0,M16938,M,299.4,309.3,1692,28.4,201,0,0,0,0,0,0
2080.0,M16939,M,299.3,309.3,1523,37.9,204,0,0,0,0,0,0
2081.0,L49260,L,299.3,309.2,2280,15.4,207,0,0,0,0,0,0
2082.0,M16941,M,299.4,309.3,1485,47.1,209,0,0,0,0,0,0
2083.0,H31496,H,299.4,309.2,1513,36.1,212,0,0,0,0,0,0
2084.0,H31497,H,299.4,309.3,1743,28.2,0,0,0,0,0,0,0
2085.0,L49264,L,299.5,309.3,1442,46.2,5,0,0,0,0,0,0
2086.0,L49265,L,299.5,309.3,1462,46.7,7,0,0,0,0,0,0
2087.0,H31500,H,299.4,309.3,1439,49.7,9,0,0,0,0,0,0
2088.0,L49267,L,299.5,309.3,1577,36.6,14,0,0,0,0,0,0
2089.0,L49268,L,299.6,309.4,1331,46.4,16,0,0,0,0,0,0
2090.0,L49269,L,299.5,309.3,1941,22.5,18,0,0,0,0,0,0
2091.0,L49270,L,299.5,309.2,1393,47.3,20,0,0,0,0,0,0
2092.0,L49271,L,299.4,309.2,1433,42.1,22,0,0,0,0,0,0
2093.0,L49272,L,299.4,309.2,1444,48.2,24,0,0,0,0,0,0
2094.0,L49273,L,299.4,309.2,1564,39.0,26,0,0,0,0,0,0
2095.0,L49274,L,299.4,309.3,1377,43.6,28,0,0,0,0,0,0
2096.0,L49275,L,299.4,309.3,1525,41.5,30,0,0,0,0,0,0
2097.0,M16956,M,299.5,309.4,1387,56.2,32,0,0,0,0,0,0
2098.0,M16957,M,299.4,309.4,1326,47.5,35,0,0,0,0,0,0
2099.0,L49278,L,299.4,309.3,1401,59.0,38,0,0,0,0,0,0
2100.0,L49279,L,299.4,309.3,1596,31.8,40,0,0,0,0,0,0
2101.0,M16960,M,299.3,309.3,1471,46.0,42,0,0,0,0,0,0
2102.0,L49281,L,299.3,309.3,1528,37.8,45,0,0,0,0,0,0
2103.0,L49282,L,299.3,309.3,1325,62.0,47,0,0,0,0,0,0
2104.0,M16963,M,299.3,309.1,1376,46.7,49,0,0,0,0,0,0
2105.0,M16964,M,299.3,309.1,1600,35.3,52,0,0,0,0,0,0
2106.0,L49285,L,299.3,309.1,1495,44.0,55,0,0,0,0,0,0
2107.0,L49286,L,299.4,309.1,1645,28.6,57,0,0,0,0,0,0
2108.0,M16967,M,299.4,309.1,1417,47.3,59,0,0,0,0,0,0
2109.0,H31522,H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0
2110.0,M16969,M,299.3,309.0,1496,43.4,67,0,0,0,0,0,0
2111.0,H31524,H,299.3,309.0,1508,35.0,70,0,0,0,0,0,0
2112.0,L49291,L,299.4,309.0,1436,47.9,75,0,0,0,0,0,0
2113.0,L49292,L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0
2114.0,L49293,L,299.5,309.1,1863,22.5,79,0,0,0,0,0,0
2115.0,H31528,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0
2116.0,L49295,L,299.4,309.0,1404,47.3,86,0,0,0,0,0,0
2117.0,M16976,M,299.4,309.0,1381,44.9,88,0,0,0,0,0,0
2118.0,H31531,H,299.4,308.9,1762,29.3,91,0,0,0,0,0,0
2119.0,H31532,H,299.3,308.9,1429,43.0,96,0,0,0,0,0,0
2120.0,M16979,M,299.3,308.9,1858,24.7,101,0,0,0,0,0,0
2121.0,H31534,H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0
2122.0,M16981,M,299.2,308.8,1503,37.4,109,0,0,0,0,0,0
2123.0,M16982,M,299.2,308.8,1523,38.9,112,0,0,0,0,0,0
2124.0,L49303,L,299.3,309.0,1491,38.4,115,0,0,0,0,0,0
2125.0,L49304,L,299.2,308.9,1430,39.1,117,0,0,0,0,0,0
2126.0,L49305,L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0
2127.0,L49306,L,299.3,309.0,1449,46.5,121,0,0,0,0,0,0
2128.0,H31541,H,299.3,309.0,1425,40.6,123,0,0,0,0,0,0
2129.0,L49308,L,299.4,309.0,1800,24.3,128,0,0,0,0,0,0
2130.0,H31543,H,299.4,309.0,1607,33.7,130,0,0,0,0,0,0
2131.0,L49310,L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0
2132.0,L49311,L,299.4,309.1,1432,45.4,137,0,0,0,0,0,0
2133.0,L49312,L,299.4,309.0,1660,28.4,139,0,0,0,0,0,0
2134.0,H31547,H,299.3,309.0,1732,29.7,141,0,0,0,0,0,0
2135.0,L49314,L,299.3,309.0,1473,46.3,146,0,0,0,0,0,0
2136.0,L49315,L,299.3,309.0,1511,47.8,148,0,0,0,0,0,0
2137.0,L49316,L,299.2,308.9,1588,41.5,150,0,0,0,0,0,0
2138.0,L49317,L,299.3,308.9,1623,31.1,152,0,0,0,0,0,0
2139.0,L49318,L,299.3,309.0,1734,30.6,154,0,0,0,0,0,0
2140.0,L49319,L,299.3,309.0,1415,47.6,156,0,0,0,0,0,0
2141.0,L49320,L,299.3,309.0,1419,46.6,158,0,0,0,0,0,0
2142.0,M17001,M,299.3,308.9,1577,34.9,160,0,0,0,0,0,0
2143.0,L49322,L,299.3,308.9,1376,60.3,163,0,0,0,0,0,0
2144.0,M17003,M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0
2145.0,L49324,L,299.4,308.9,1451,40.5,168,0,0,0,0,0,0
2146.0,L49325,L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0
2147.0,L49326,L,299.3,308.8,1647,32.9,172,0,0,0,0,0,0
2148.0,L49327,L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0
2149.0,L49328,L,299.4,308.9,1583,34.1,176,0,0,0,0,0,0
2150.0,L49329,L,299.4,309.0,1613,32.2,178,0,0,0,0,0,0
2151.0,H31564,H,299.3,308.8,1636,35.5,180,0,0,0,0,0,0
2152.0,M17011,M,299.3,308.7,1289,51.5,185,0,0,0,0,0,0
2153.0,M17012,M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0
2154.0,H31567,H,299.3,308.8,1397,45.4,191,0,0,0,0,0,0
2155.0,M17014,M,299.3,308.9,1767,24.8,196,0,0,0,0,0,0
2156.0,L49335,L,299.3,308.8,1341,47.7,199,0,0,0,0,0,0
2157.0,M17016,M,299.4,308.9,1457,41.5,201,0,0,0,0,0,0
2158.0,M17017,M,299.4,309.0,1939,19.8,204,0,0,0,0,0,0
2159.0,M17018,M,299.5,309.0,1399,49.7,207,0,0,0,0,0,0
2160.0,M17019,M,299.5,309.0,1602,31.3,210,0,0,0,0,0,0
2161.0,L49340,L,299.4,309.0,1507,41.0,213,0,0,0,0,0,0
2162.0,L49341,L,299.4,309.1,1464,40.5,215,0,0,0,0,0,0
2163.0,L49342,L,299.5,309.1,1336,42.1,217,0,0,0,0,0,0
2164.0,L49343,L,299.6,309.2,1422,39.8,219,0,0,0,0,0,0
2165.0,L49344,L,299.6,309.2,1540,36.7,221,0,0,0,0,0,0
2166.0,L49345,L,299.5,309.1,1476,47.8,223,0,0,0,0,0,0
2167.0,M17026,M,299.6,309.2,1867,23.4,225,1,1,0,0,0,0
2168.0,H31581,H,299.6,309.1,1588,41.3,0,0,0,0,0,0,0
2169.0,M17028,M,299.5,309.1,1420,49.5,5,0,0,0,0,0,0
2170.0,L49349,L,299.5,309.1,1415,49.2,8,0,0,0,0,0,0
2171.0,M17030,M,299.4,309.1,1500,43.3,10,0,0,0,0,0,0
2172.0,L49351,L,299.5,309.1,1502,44.6,13,0,0,0,0,0,0
2173.0,L49352,L,299.5,309.2,1816,23.0,15,0,0,0,0,0,0
2174.0,M17033,M,299.5,309.2,1495,41.6,17,0,0,0,0,0,0
2175.0,L49354,L,299.6,309.2,1572,33.4,20,0,0,0,0,0,0
2176.0,M17035,M,299.5,309.2,1590,35.9,22,0,0,0,0,0,0
2177.0,M17036,M,299.6,309.3,1387,48.3,25,0,0,0,0,0,0
2178.0,M17037,M,299.6,309.2,1393,47.7,28,0,0,0,0,0,0
2179.0,L49358,L,299.6,309.2,1602,37.3,31,0,0,0,0,0,0
2180.0,L49359,L,299.6,309.2,1601,33.3,33,0,0,0,0,0,0
2181.0,H31594,H,299.6,309.2,1597,36.3,35,0,0,0,0,0,0
2182.0,H31595,H,299.5,309.1,1548,44.3,40,0,0,0,0,0,0
2183.0,M17042,M,299.5,309.2,1314,61.8,45,0,0,0,0,0,0
2184.0,M17043,M,299.6,309.3,1577,39.8,48,0,0,0,0,0,0
2185.0,L49364,L,299.8,309.4,1475,43.4,51,0,0,0,0,0,0
2186.0,L49365,L,299.8,309.4,1630,32.4,53,0,0,0,0,0,0
2187.0,L49366,L,299.7,309.4,1445,42.9,55,0,0,0,0,0,0
2188.0,M17047,M,299.8,309.4,1439,47.4,57,0,0,0,0,0,0
2189.0,L49368,L,299.7,309.3,1420,44.1,60,0,0,0,0,0,0
2190.0,H31603,H,299.7,309.2,1554,41.6,62,0,0,0,0,0,0
2191.0,M17050,M,299.6,309.1,1471,44.3,67,0,0,0,0,0,0
2192.0,L49371,L,299.6,309.0,1648,33.6,70,0,0,0,0,0,0
2193.0,L49372,L,299.6,309.0,1472,48.8,72,0,0,0,0,0,0
2194.0,M17053,M,299.5,308.9,1448,42.9,74,0,0,0,0,0,0
2195.0,M17054,M,299.6,308.9,1568,35.3,77,0,0,0,0,0,0
2196.0,L49375,L,299.6,308.9,1613,30.8,80,0,0,0,0,0,0
2197.0,M17056,M,299.7,308.9,1551,35.4,82,0,0,0,0,0,0
2198.0,L49377,L,299.7,309.0,1412,49.2,85,0,0,0,0,0,0
2199.0,M17058,M,299.7,308.9,1478,41.0,87,0,0,0,0,0,0
2200.0,M17059,M,299.8,309.1,1268,58.0,90,0,0,0,0,0,0
2201.0,L49380,L,299.8,309.1,1546,35.6,93,0,0,0,0,0,0
2202.0,L49381,L,299.8,309.0,1567,36.1,95,0,0,0,0,0,0
2203.0,M17062,M,299.9,309.2,1548,35.7,97,0,0,0,0,0,0
2204.0,L49383,L,299.8,309.0,1614,30.8,100,0,0,0,0,0,0
2205.0,M17064,M,299.7,309.1,1352,46.1,102,0,0,0,0,0,0
2206.0,L49385,L,299.9,309.2,1624,34.6,105,0,0,0,0,0,0
2207.0,L49386,L,299.9,309.2,1436,52.0,107,0,0,0,0,0,0
2208.0,L49387,L,299.8,309.2,1591,37.5,109,0,0,0,0,0,0
2209.0,H31622,H,299.8,309.2,1435,42.6,111,0,0,0,0,0,0
2210.0,L49389,L,299.8,309.3,1386,49.4,116,0,0,0,0,0,0
2211.0,L49390,L,299.7,309.2,1401,54.1,118,0,0,0,0,0,0
2212.0,M17071,M,299.6,309.0,1245,64.0,120,0,0,0,0,0,0
2213.0,L49392,L,299.7,309.1,1475,40.0,123,0,0,0,0,0,0
2214.0,L49393,L,299.7,309.1,1473,39.4,125,0,0,0,0,0,0
2215.0,H31628,H,299.7,309.2,1355,44.8,127,0,0,0,0,0,0
2216.0,H31629,H,299.7,309.2,1468,49.6,132,0,0,0,0,0,0
2217.0,L49396,L,299.7,309.2,1645,30.8,137,0,0,0,0,0,0
2218.0,L49397,L,299.7,309.1,1347,55.3,139,0,0,0,0,0,0
2219.0,L49398,L,299.7,309.1,1713,33.5,141,0,0,0,0,0,0
2220.0,M17079,M,299.6,309.1,1435,48.4,143,0,0,0,0,0,0
2221.0,M17080,M,299.6,309.0,1736,26.1,146,0,0,0,0,0,0
2222.0,L49401,L,299.6,309.0,1372,60.4,149,0,0,0,0,0,0
2223.0,L49402,L,299.7,309.0,1605,33.0,151,0,0,0,0,0,0
2224.0,L49403,L,299.6,309.0,1413,48.5,153,0,0,0,0,0,0
2225.0,M17084,M,299.7,309.0,1645,31.9,155,0,0,0,0,0,0
2226.0,M17085,M,299.7,309.0,1465,49.0,158,0,0,0,0,0,0
2227.0,M17086,M,299.6,308.9,1685,27.8,161,0,0,0,0,0,0
2228.0,L49407,L,299.5,308.8,1965,20.4,164,0,0,0,0,0,0
2229.0,H31642,H,299.4,308.6,1542,41.8,166,0,0,0,0,0,0
2230.0,L49409,L,299.4,308.7,1681,30.8,171,0,0,0,0,0,0
2231.0,L49410,L,299.5,308.7,1446,45.7,173,0,0,0,0,0,0
2232.0,L49411,L,299.4,308.6,1415,56.4,175,0,0,0,0,0,0
2233.0,L49412,L,299.5,308.6,1672,30.5,177,0,0,0,0,0,0
2234.0,L49413,L,299.5,308.7,2549,13.0,179,1,0,0,1,0,0
2235.0,L49414,L,299.4,308.6,1492,40.5,181,0,0,0,0,0,0
2236.0,M17095,M,299.4,308.6,1455,42.7,183,0,0,0,0,0,0
2237.0,M17096,M,299.3,308.5,1422,43.1,186,0,0,0,0,0,0
2238.0,L49417,L,299.3,308.6,1403,50.6,189,0,0,0,0,0,0
2239.0,L49418,L,299.3,308.6,1474,49.6,191,0,0,0,0,0,0
2240.0,L49419,L,299.2,308.6,1381,50.0,193,0,0,0,0,0,0
2241.0,L49420,L,299.2,308.5,1457,44.7,195,0,0,0,0,0,0
2242.0,L49421,L,299.2,308.4,1711,28.9,197,0,0,0,0,0,0
2243.0,L49422,L,299.2,308.4,1667,29.0,199,0,0,0,0,0,0
2244.0,L49423,L,299.2,308.4,1465,35.0,201,0,0,0,0,0,0
2245.0,M17104,M,299.3,308.4,1542,37.5,203,1,1,0,0,0,0
2246.0,M17105,M,299.3,308.4,1438,42.3,0,0,0,0,0,0,0
2247.0,L49426,L,299.3,308.4,1406,47.4,3,0,0,0,0,0,0
2248.0,M17107,M,299.2,308.4,1396,48.5,5,0,0,0,0,0,0
2249.0,M17108,M,299.3,308.5,1304,60.6,8,0,0,0,0,0,0
2250.0,L49429,L,299.2,308.5,1442,46.5,11,0,0,0,0,0,0
2251.0,M17110,M,299.2,308.4,1396,48.7,13,0,0,0,0,0,0
2252.0,H31665,H,299.1,308.3,1424,43.4,16,0,0,0,0,0,0
2253.0,H31666,H,299.1,308.3,1451,42.8,21,0,0,0,0,0,0
2254.0,L49433,L,299.2,308.4,1386,54.1,26,0,0,0,0,0,0
